email_date	email_subject	rank	company	evaluation	notes
7/29/2026	Daily Market Movers: Global Majors & Industry (29 Jul 2026)	6	Eisai	7%	29 Jul: Company reports Q1'26 global revenue for Leqembi of JPY 29.3bn, compared to JPY 23.1bn in the same period last year.
7/29/2026	Daily Market Movers: Global Majors & Industry (29 Jul 2026)	7	MBX Biosciences	7%	
7/29/2026	Daily Market Movers: Global Majors & Industry (29 Jul 2026)	8	ROHTO Pharmaceutical	6%	
7/29/2026	Daily Market Movers: Global Majors & Industry (29 Jul 2026)	9	Shionogi	6%	29 Jul: Shares rise a day after company announces US availability of Xocova (ensitrelvir), the first and only oral option to help prevent COVID-19 following exposure.
7/29/2026	Daily Market Movers: Global Majors & Industry (29 Jul 2026)	10	Siegfried	6%	
7/30/2026	Daily Market Movers: Global Majors & Industry (30th Jul 2026)	1	Bausch Health Companies	30%	30 Jul: Company announces positive Q2' results with revenues of $2.35b.
7/30/2026	Daily Market Movers: Global Majors & Industry (30th Jul 2026)	2	Corcept Therapeutics	27%	30 Jul: Company announces positive Q2' results with revenues of $256m
7/30/2026	Daily Market Movers: Global Majors & Industry (30th Jul 2026)	3	Agenus	19%	
7/30/2026	Daily Market Movers: Global Majors & Industry (30th Jul 2026)	4	ASP Isotopes	12%	
7/30/2026	Daily Market Movers: Global Majors & Industry (30th Jul 2026)	5	BioAge Labs	12%	
7/30/2026	Daily Market Movers: Global Majors & Industry (30th Jul 2026)	6	Vor Biopharma	12%	
7/30/2026	Daily Market Movers: Global Majors & Industry (30th Jul 2026)	7	Oruka Therapeutics	11%	
7/30/2026	Daily Market Movers: Global Majors & Industry (30th Jul 2026)	8	Absci	11%	
7/30/2026	Daily Market Movers: Global Majors & Industry (30th Jul 2026)	9	Xencor	10%	30 Jul: Company to receive $105m from Alexion to resolve Ultomiris royalty issues in the US.
7/30/2026	Daily Market Movers: Global Majors & Industry (30th Jul 2026)	10	Alumis	10%	
7/31/2026	Weekly Market Movers: Global Majors & Industry (31 Jul 2026)	1	Bausch Health Companies	56%	30 Jul: Company announces positive Q2' results with revenues of $2.35b. 31 Jul: Shares continue to rise after the company announces its Q2'26 results on 29 Jul.
7/31/2026	Daily Market Movers: Global Majors & Industry (31 Jul 2026)	1	Replimune	107%	Shares continue to rise after the company announced a favourable outcome from a meeting with the FDA regarding the BLA resubmission for RP1 (vusolimogene oderparepvec) in combination with nivolumab for the treatment of advanced melanoma on 30 July.
7/31/2026	Weekly Market Movers: Global Majors & Industry (31 Jul 2026)	2	Forte Biosciences	40%	
7/31/2026	Daily Market Movers: Global Majors & Industry (31 Jul 2026)	2	Alvotech	15%	Shares continue to rise following the announcement that the FDA has closed its inspection of the company's manufacturing facility in Reykjavik, Iceland on 29 July.
7/31/2026	Weekly Market Movers: Global Majors & Industry (31 Jul 2026)	3	Alvotech	35%	31 Jul: Share continue to rise following the announcement that the FDA has closed its inspection of the company's manufacturing facility in Reykjavik, Iceland on 29 July.
7/31/2026	Daily Market Movers: Global Majors & Industry (31 Jul 2026)	3	Bausch Health Companies	14%	Shares continue to rise after the company announces its Q2'26 results on 29 Jul.
7/31/2026	Daily Market Movers: Global Majors & Industry (31 Jul 2026)	4	Ironwood Pharmaceuticals	13%	
7/31/2026	Weekly Market Movers: Global Majors & Industry (31 Jul 2026)	4	Sanara MedTech	32%	
7/31/2026	Daily Market Movers: Global Majors & Industry (31 Jul 2026)	5	Allergy Therapeutics	10%	
7/31/2026	Weekly Market Movers: Global Majors & Industry (31 Jul 2026)	5	Anika Therapeutics	29%	
7/31/2026	Weekly Market Movers: Global Majors & Industry (31 Jul 2026)	6	Agenus	25%	
7/31/2026	Daily Market Movers: Global Majors & Industry (31 Jul 2026)	6	Tilray	8%	
7/31/2026	Daily Market Movers: Global Majors & Industry (31 Jul 2026)	7	Oncolys BioPharma	8%	
7/31/2026	Weekly Market Movers: Global Majors & Industry (31 Jul 2026)	7	Semnur Pharmaceuticals	25%	
7/31/2026	Daily Market Movers: Global Majors & Industry (31 Jul 2026)	8	Hamamatsu Photonics	8%	
7/31/2026	Weekly Market Movers: Global Majors & Industry (31 Jul 2026)	8	Omeros	21%	
7/31/2026	Daily Market Movers: Global Majors & Industry (31 Jul 2026)	9	SBI Holdings	8%	
7/31/2026	Weekly Market Movers: Global Majors & Industry (31 Jul 2026)	9	Opus Genetics	21%	
7/31/2026	Weekly Market Movers: Global Majors & Industry (31 Jul 2026)	10	Prelude Therapeutics	20%	
7/31/2026	Daily Market Movers: Global Majors & Industry (31 Jul 2026)	10	Japan Tobacco	7%	
8/3/2026	Weekly Asia Market Movers: Global Majors & Industry (03 Aug 2026)	1	Peptron	29%	
8/3/2026	Daily Market Movers: Global Majors & Industry (03 Aug 2026)	1	Sellas Life Sciences Group	12%	
8/3/2026	Weekly Asia Market Movers: Global Majors & Industry (03 Aug 2026)	2	Neuren Pharmaceuticals	11%	
8/3/2026	Weekly Asia Market Movers: Global Majors & Industry (03 Aug 2026)	3	Fosun International	10%	
8/3/2026	Daily Market Movers: Global Majors & Industry (03 Aug 2026)	4	Baxter International	7%	
8/3/2026	Weekly Asia Market Movers: Global Majors & Industry (03 Aug 2026)	4	Mezzion Pharma	8%	
8/3/2026	Daily Market Movers: Global Majors & Industry (03 Aug 2026)	5	Alnylam Pharmaceuticals	7%	
8/3/2026	Weekly Asia Market Movers: Global Majors & Industry (03 Aug 2026)	5	PYC Therapeutics	7%	
8/3/2026	Daily Market Movers: Global Majors & Industry (03 Aug 2026)	6	ARS Pharmaceuticals	7%	
8/3/2026	Weekly Asia Market Movers: Global Majors & Industry (03 Aug 2026)	6	Caliway Biopharmaceuticals	7%	
8/3/2026	Daily Market Movers: Global Majors & Industry (03 Aug 2026)	7	Sarepta Therapeutics	7%	
8/3/2026	Weekly Asia Market Movers: Global Majors & Industry (03 Aug 2026)	7	Shanghai Henlius Biotech	7%	
8/3/2026	Weekly Asia Market Movers: Global Majors & Industry (03 Aug 2026)	8	Autobio Diagnostics	7%	
8/3/2026	Daily Market Movers: Global Majors & Industry (03 Aug 2026)	8	Azenta	6%	
8/3/2026	Weekly Asia Market Movers: Global Majors & Industry (03 Aug 2026)	9	Japan Tobacco	7%	
8/3/2026	Daily Market Movers: Global Majors & Industry (03 Aug 2026)	9	Recursion Pharmaceuticals	6%	
8/3/2026	Weekly Asia Market Movers: Global Majors & Industry (03 Aug 2026)	10	CSL	7%	
8/3/2026	Daily Market Movers: Global Majors & Industry (03 Aug 2026)	10	Omeros	6%	
8/4/2026	Daily Market Movers: Global Majors & Industry (04 Aug 2026)	1	Edgewise Therapeutics	17%	
8/4/2026	Daily Market Movers: Global Majors & Industry (04 Aug 2026)	2	Septerna	12%	
8/4/2026	Daily Market Movers: Global Majors & Industry (04 Aug 2026)	3	Spyre Therapeutics	11%	
8/4/2026	Daily Market Movers: Global Majors & Industry (04 Aug 2026)	5	Leidos	10%	
8/4/2026	Daily Market Movers: Global Majors & Industry (04 Aug 2026)	7	Beam Therapeutics	9%	
8/4/2026	Daily Market Movers: Global Majors & Industry (04 Aug 2026)	9	Harmony Biosciences	9%	
8/5/2026	Daily Market Movers: Global Majors & Industry (05th Aug 2026)	1	UroGen Pharma	17%	05 Aug: Company reports positive Q2'26 results driven by increased sales of Vesigel (Zusduri), with revenue reaching $50.4m.
8/5/2026	Daily Market Movers: Global Majors & Industry (05th Aug 2026)	2	Twist Bioscience	16%	
8/5/2026	Daily Market Movers: Global Majors & Industry (05th Aug 2026)	3	Travere Therapeutics	12%	05 Aug: Shares rise a day after company's Q2'26 results announcement driven by increased sales of Filspari; with U.S. net product sales rising 96% year-over-year to $141.1m.
8/5/2026	Daily Market Movers: Global Majors & Industry (05th Aug 2026)	4	Charles River Laboratories International	11%	05 Aug: Company reports positive Q2'26 results, with revenue reaching $1bn.
8/5/2026	Daily Market Movers: Global Majors & Industry (05th Aug 2026)	5	Nagase &amp; Co	10%	
8/5/2026	Daily Market Movers: Global Majors & Industry (05th Aug 2026)	6	Denka Company	9%	
8/5/2026	Daily Market Movers: Global Majors & Industry (05th Aug 2026)	7	International Flavors &amp; Fragrances	9%	
8/5/2026	Daily Market Movers: Global Majors & Industry (05th Aug 2026)	8	Supernus Pharmaceuticals	8%	
8/5/2026	Daily Market Movers: Global Majors & Industry (05th Aug 2026)	9	Ajinomoto	8%	
8/5/2026	Daily Market Movers: Global Majors & Industry (05th Aug 2026)	10	Toyota Tsusho	6%	
8/7/2026	Daily Market Movers: Global Majors & Industry (07 Aug 2026)	1	Natera	21%	
8/7/2026	Weekly Market Movers: Global Majors & Industry (07 Aug 2026)	1	Iovance Biotherapeutics	56%	
8/7/2026	Weekly Market Movers: Global Majors & Industry (07 Aug 2026)	3	Caris Life Sciences	45%	
8/7/2026	Daily Market Movers: Global Majors & Industry (07 Aug 2026)	3	Halozyme Therapeutics	20%	
8/7/2026	Weekly Market Movers: Global Majors & Industry (07 Aug 2026)	6	Perrigo	27%	
8/7/2026	Weekly Market Movers: Global Majors & Industry (07 Aug 2026)	7	Twist Bioscience	26%	
8/7/2026	Daily Market Movers: Global Majors & Industry (07 Aug 2026)	7	Moderna	10%	
8/7/2026	Daily Market Movers: Global Majors & Industry (07 Aug 2026)	8	Personalis	9%	
8/7/2026	Daily Market Movers: Global Majors & Industry (07 Aug 2026)	9	Nuvation Bio	8%	
8/7/2026	Weekly Market Movers: Global Majors & Industry (07 Aug 2026)	9	Halozyme Therapeutics	25%	
8/10/2026	Weekly Asia Market Movers: Global Majors & Industry (10 Aug 2026)	1	Qurient Therapeutics	57%	
8/10/2026	Daily Market Movers: Global Majors & Industry (10th Aug 2026)	1	AbCellera Biologics	35%	
8/10/2026	Weekly Asia Market Movers: Global Majors & Industry (10 Aug 2026)	2	Genscript Biotech	48%	
8/10/2026	Weekly Asia Market Movers: Global Majors & Industry (10 Aug 2026)	3	DNA Link	46%	
8/10/2026	Weekly Asia Market Movers: Global Majors & Industry (10 Aug 2026)	4	L&amp;C BIO	33%	
8/10/2026	Weekly Asia Market Movers: Global Majors & Industry (10 Aug 2026)	5	ABL Bio	32%	
8/10/2026	Daily Market Movers: Global Majors & Industry (10th Aug 2026)	6	Twist Bioscience	8%	
8/10/2026	Weekly Asia Market Movers: Global Majors & Industry (10 Aug 2026)	6	HLB	32%	
8/10/2026	Weekly Asia Market Movers: Global Majors & Industry (10 Aug 2026)	7	Jiangsu Aidea Pharmaceutical	32%	
8/10/2026	Daily Market Movers: Global Majors & Industry (10th Aug 2026)	7	Summit Therapeutics	7%	
8/10/2026	Weekly Asia Market Movers: Global Majors & Industry (10 Aug 2026)	8	OliX Pharmaceuticals	31%	
8/10/2026	Daily Market Movers: Global Majors & Industry (10th Aug 2026)	8	Oruka Therapeutics	6%	
8/10/2026	Weekly Asia Market Movers: Global Majors & Industry (10 Aug 2026)	9	Shilpa Medicare	30%	
8/10/2026	Weekly Asia Market Movers: Global Majors & Industry (10 Aug 2026)	10	Holy Stone Enterprise	28%	
8/10/2026	Daily Market Movers: Global Majors & Industry (10th Aug 2026)	10	BillionToOne	6%	
8/11/2026	Daily Market Movers: Global Majors & Industry (11 Aug 2026)	1	Belite Bio	6%	11 Aug: Shares raise after the FDA accepted the New Drug Application for tinlarebant and granted Priority Review for the treatment of Stargardt Disease Type 1, setting a PDUFA target action date of 12 February 2027, with tinlarebant positioned to become the first-ever approved treatment for the condition if cleared.
8/11/2026	Daily Market Movers: Global Majors & Industry (11 Aug 2026)	2	Legend Biotech	6%	11 Aug: Shares raise after Q2 2026 results beat expectations, with total revenue up 52% to $387.
8/11/2026	Daily Market Movers: Global Majors & Industry (11 Aug 2026)	4	BioCryst Pharmaceuticals	5%	
8/11/2026	Daily Market Movers: Global Majors & Industry (11 Aug 2026)	5	Alcon	5%	
8/11/2026	Daily Market Movers: Global Majors & Industry (11 Aug 2026)	5	million and CARVYKTI net trade sales up 50% to $657 million, adjusted EPS of $0.16 more than doubling consensus, as management reiterated peak annual sales potential above $5 billion for the multiple myeloma CAR-T therapy. 3 GeneDx (USA)	5%	
8/11/2026	Daily Market Movers: Global Majors & Industry (11 Aug 2026)	6	AbCellera Biologics	4%	
8/11/2026	Daily Market Movers: Global Majors & Industry (11 Aug 2026)	7	Amylyx Pharmaceuticals	4%	
8/11/2026	Daily Market Movers: Global Majors & Industry (11 Aug 2026)	8	Rapport Therapeutics	4%	
8/11/2026	Daily Market Movers: Global Majors & Industry (11 Aug 2026)	9	Disc Medicine	4%	
8/11/2026	Daily Market Movers: Global Majors & Industry (11 Aug 2026)	10	Madrigal Pharmaceuticals	4%	
8/12/2026	Daily Market Movers: Global Majors & Industry (12th Aug 2026)	1	Immunome	7%	
8/12/2026	Daily Market Movers: Global Majors & Industry (12th Aug 2026)	2	Sellas Life Sciences Group	7%	
8/12/2026	Daily Market Movers: Global Majors & Industry (12th Aug 2026)	3	AbCellera Biologics	6%	
8/12/2026	Daily Market Movers: Global Majors & Industry (12th Aug 2026)	4	Pharvaris	6%	12 Aug: Company reports Q2 2026 financial results including cash and cash equivalents were ���318m.
8/12/2026	Daily Market Movers: Global Majors & Industry (12th Aug 2026)	5	Denka Company	5%	
8/12/2026	Daily Market Movers: Global Majors & Industry (12th Aug 2026)	6	Moderna	5%	
8/12/2026	Daily Market Movers: Global Majors & Industry (12th Aug 2026)	7	Haemonetics	5%	
8/12/2026	Daily Market Movers: Global Majors & Industry (12th Aug 2026)	8	Ocular Therapeutix	5%	
8/12/2026	Daily Market Movers: Global Majors & Industry (12th Aug 2026)	9	Agios Pharmaceuticals	5%	
8/12/2026	Daily Market Movers: Global Majors & Industry (12th Aug 2026)	10	Definium Therapeutics	5%	
8/13/2026	Daily Market Movers: Global Majors & Industry (13 Aug 2026)	1	Omeros	26%	13 Aug: Shares rise a day after company reports Q2'26 results, with revenue rising 188% to $28.5m, driven by higher yartemlea sales
8/13/2026	Daily Market Movers: Global Majors & Industry (13 Aug 2026)	2	Unitika	23%	
8/13/2026	Daily Market Movers: Global Majors & Industry (13 Aug 2026)	3	Oncolys BioPharma	17%	
8/13/2026	Daily Market Movers: Global Majors & Industry (13 Aug 2026)	4	CorMedix Therapeutics	15%	13 Aug: Company reports Q2'26 results: revenues rise 156% to $101.9m. This is due to increased sales of DefenCath.
8/13/2026	Daily Market Movers: Global Majors & Industry (13 Aug 2026)	5	Galectin Therapeutics	13%	13 Aug: Zacks Research upgrades rating to &quot;hold&quot; from &quot;strong sell&quot;.
8/13/2026	Daily Market Movers: Global Majors & Industry (13 Aug 2026)	6	Alto Neuroscience	11%	13 Aug: Shares rise a day after positive Q2'26 results. Jefferies maintains &quot;buy&quot; rating and raises price target to $40 from $35.
8/13/2026	Daily Market Movers: Global Majors & Industry (13 Aug 2026)	7	Candel Therapeutics	10%	
8/13/2026	Daily Market Movers: Global Majors & Industry (13 Aug 2026)	8	Assembly Biosciences	10%	
8/13/2026	Daily Market Movers: Global Majors & Industry (13 Aug 2026)	9	Collegium Pharmaceutical	9%	13 Aug: Company launches $50m accelerated share repurchase programme as part of its $150m buyback programme
8/13/2026	Daily Market Movers: Global Majors & Industry (13 Aug 2026)	10	Nxera Pharma	8%	
8/14/2026	Daily Market Movers: Global Majors & Industry (14 Aug 2026)	1	Sagimet Biosciences	14%	Shares continue to rise after the company announced denifanstat has cleared the IND application and will initiate Phase III trials in adults with moderate to severe acne in the second half of 2026 on 13 Aug.
8/14/2026	Weekly Market Movers: Global Majors & Industry (14 Aug 2026)	1	AbCellera Biologics	64%	
8/14/2026	Daily Market Movers: Global Majors & Industry (14 Aug 2026)	2	Iovance Biotherapeutics	7%	
8/14/2026	Daily Market Movers: Global Majors & Industry (14 Aug 2026)	3	Celcuity	6%	
8/14/2026	Weekly Market Movers: Global Majors & Industry (14 Aug 2026)	3	Capricor Therapeutics	62%	
8/14/2026	Daily Market Movers: Global Majors & Industry (14 Aug 2026)	4	Dianthus Therapeutics	6%	
8/14/2026	Weekly Market Movers: Global Majors & Industry (14 Aug 2026)	4	Unitika	56%	
8/14/2026	Weekly Market Movers: Global Majors & Industry (14 Aug 2026)	5	BioForce Nanosciences	51%	
8/14/2026	Daily Market Movers: Global Majors & Industry (14 Aug 2026)	5	Amneal Pharmaceuticals	5%	
8/14/2026	Weekly Market Movers: Global Majors & Industry (14 Aug 2026)	6	Faeth Therapeutics	33%	
8/14/2026	Daily Market Movers: Global Majors & Industry (14 Aug 2026)	6	GH Research	5%	
8/14/2026	Weekly Market Movers: Global Majors & Industry (14 Aug 2026)	7	Valneva	32%	
8/14/2026	Daily Market Movers: Global Majors & Industry (14 Aug 2026)	7	AnaptysBio	5%	
8/14/2026	Daily Market Movers: Global Majors & Industry (14 Aug 2026)	8	Alumis	4%	
8/14/2026	Weekly Market Movers: Global Majors & Industry (14 Aug 2026)	8	Eton Pharmaceuticals	31%	
8/14/2026	Daily Market Movers: Global Majors & Industry (14 Aug 2026)	9	AbCellera Biologics	4%	
8/14/2026	Weekly Market Movers: Global Majors & Industry (14 Aug 2026)	9	YD Bio	30%	
8/14/2026	Daily Market Movers: Global Majors & Industry (14 Aug 2026)	10	Nippon Suisan Kaisha	4%	
8/14/2026	Weekly Market Movers: Global Majors & Industry (14 Aug 2026)	10	Omeros	30%	13 Aug: Shares rise a day after company reports Q2'26 results, with revenue rising 188% to $28.5m, driven by higher yartemlea sales
8/17/2026	Weekly Asia Market Movers: Global Majors & Industry (17 Aug 2026)	1	Lin Bioscience	32%	
8/17/2026	Daily Market Movers: Global Majors & Industry (17 Aug 2026)	1	4D Molecular Therapeutics	19%	
8/17/2026	Weekly Asia Market Movers: Global Majors & Industry (17 Aug 2026)	2	Marksans Pharma	22%	
8/17/2026	Daily Market Movers: Global Majors & Industry (17 Aug 2026)	2	argenx	16%	17 Aug: Shares raise after positive topline Phase
8/17/2026	Weekly Asia Market Movers: Global Majors & Industry (17 Aug 2026)	3	Holy Stone Enterprise	17%	
8/17/2026	Daily Market Movers: Global Majors & Industry (17 Aug 2026)	3	ALKIVIA results for VYVGART Hytrulo (efgartigimod) in adults with autoimmune myositis, which met the primary endpoint (p=0.0011) with a statistically significant 15.4-point greater improvement in Total Improvement Score at Week 52 versus placebo, opening a substantial new label expansion for company's flagship autoimmune franchise and prompting multiple analyst price target increases. 3 OmniAb	13%	17 Aug: Shares raise after company announced a global collaboration and license agreement with Eli Lilly for a new ion-channel discovery program, worth an upfront payment plus up to $370 million in milestones and tiered royalties and separately raised its 2026 year-end cash guidance to $49-53 million from $37-41 million.
8/17/2026	Weekly Asia Market Movers: Global Majors & Industry (17 Aug 2026)	4	Mezzion Pharma	13%	
8/17/2026	Daily Market Movers: Global Majors & Industry (17 Aug 2026)	4	Capricor Therapeutics	12%	
8/17/2026	Daily Market Movers: Global Majors & Industry (17 Aug 2026)	5	ARS Pharmaceuticals	11%	
8/17/2026	Weekly Asia Market Movers: Global Majors & Industry (17 Aug 2026)	5	Bio-Thera Solutions	12%	
8/17/2026	Weekly Asia Market Movers: Global Majors & Industry (17 Aug 2026)	6	Ipca Laboratories	12%	
8/17/2026	Daily Market Movers: Global Majors & Industry (17 Aug 2026)	6	Kyverna Therapeutics	10%	
8/17/2026	Weekly Asia Market Movers: Global Majors & Industry (17 Aug 2026)	7	CONBA group	11%	
8/17/2026	Daily Market Movers: Global Majors & Industry (17 Aug 2026)	7	Nanobiotix	10%	
8/17/2026	Weekly Asia Market Movers: Global Majors & Industry (17 Aug 2026)	8	Gan &amp; Lee Pharmaceuticals	10%	
8/17/2026	Daily Market Movers: Global Majors & Industry (17 Aug 2026)	8	Verastem	9%	
8/17/2026	Weekly Asia Market Movers: Global Majors & Industry (17 Aug 2026)	9	Mabwell (Shanghai) Bioscience	9%	
8/17/2026	Daily Market Movers: Global Majors & Industry (17 Aug 2026)	9	DBV Technologies	9%	
8/17/2026	Weekly Asia Market Movers: Global Majors & Industry (17 Aug 2026)	10	Hamamatsu Photonics	9%	
8/17/2026	Daily Market Movers: Global Majors & Industry (17 Aug 2026)	10	Precigen	8%	
8/18/2026	Daily Market Movers: Global Majors & Industry (18 Aug 2026)	1	Amylyx Pharmaceuticals	64%	18 Aug: Company announces $350m proposed public offering of common stock.
8/18/2026	Daily Market Movers: Global Majors & Industry (18 Aug 2026)	2	Haemonetics	16%	
8/18/2026	Daily Market Movers: Global Majors & Industry (18 Aug 2026)	3	Nuvectis Pharma	10%	
8/18/2026	Daily Market Movers: Global Majors & Industry (18 Aug 2026)	4	Nuvation Bio	7%	
8/18/2026	Daily Market Movers: Global Majors & Industry (18 Aug 2026)	5	Legend Biotech	6%	
8/18/2026	Daily Market Movers: Global Majors & Industry (18 Aug 2026)	6	LB Pharmaceuticals	5%	
8/18/2026	Daily Market Movers: Global Majors & Industry (18 Aug 2026)	7	Scholar Rock	5%	
8/18/2026	Daily Market Movers: Global Majors & Industry (18 Aug 2026)	8	MapLight Therapeutics	5%	
8/18/2026	Daily Market Movers: Global Majors & Industry (18 Aug 2026)	9	Zenas BioPharma	5%	18 Aug: Company announces inducement grants under Nasdaq Listing Rule 5635(c)(4)
8/18/2026	Daily Market Movers: Global Majors & Industry (18 Aug 2026)	10	MannKind	4%	
8/19/2026	Daily Market Movers: Global Majors & Industry (19 Aug 2026)	1	Moderna	177%	19 Aug: Company announces positive results for PIII INTerpath-001 trial of intismeran auto gene plus Keytruda which met endpoints of Recurrence-Free Survival (RFS) and Distant Metastasis-Free Survival (DMFS) in patients with completely resected stage IIB-IV melanoma
8/19/2026	Daily Market Movers: Global Majors & Industry (19 Aug 2026)	2	Nykode Therapeutics	62%	
8/19/2026	Daily Market Movers: Global Majors & Industry (19 Aug 2026)	3	Humacyte	27%	19 Aug: Company announces V0007 PIII haemodialysis access trial results highlight benefits of ATEV for patients at higher risk of fistula failure, including all women and men with obesity and diabetes.
8/19/2026	Daily Market Movers: Global Majors & Industry (19 Aug 2026)	4	Maravai LifeSciences	26%	
8/19/2026	Daily Market Movers: Global Majors & Industry (19 Aug 2026)	5	Arcturus Therapeutics	25%	
8/19/2026	Daily Market Movers: Global Majors & Industry (19 Aug 2026)	6	Twist Bioscience	23%	
8/19/2026	Daily Market Movers: Global Majors & Industry (19 Aug 2026)	7	BioNTech	22%	
8/19/2026	Daily Market Movers: Global Majors & Industry (19 Aug 2026)	8	Gingko Bioworks Holding	18%	
8/19/2026	Daily Market Movers: Global Majors & Industry (19 Aug 2026)	9	EyePoint Pharmaceuticals	15%	
8/19/2026	Daily Market Movers: Global Majors & Industry (19 Aug 2026)	10	Transgene	15%	
8/20/2026	Daily Market Movers: Global Majors & Industry (20 Aug 2026)	1	Oxford Nanopore Technologies	18%	20 Aug: Shares rise after Company reports H1'26 results, with reported sales of ��116.7m compared to ��105.6m for the same period last year.
8/20/2026	Daily Market Movers: Global Majors & Industry (20 Aug 2026)	2	Prelude Therapeutics	12%	
8/20/2026	Daily Market Movers: Global Majors & Industry (20 Aug 2026)	3	Iovance Biotherapeutics	12%	20 Aug: UBS raises price target of Companys stock to $
8/20/2026	Daily Market Movers: Global Majors & Industry (20 Aug 2026)	5	Sumitomo Pharma	8%	
8/20/2026	Daily Market Movers: Global Majors & Industry (20 Aug 2026)	6	Caris Life Sciences	8%	
8/20/2026	Daily Market Movers: Global Majors & Industry (20 Aug 2026)	7	Alpha Cognition	7%	20 Aug: B Riley initiated coverage on Company with a Buy rating and set a price target of $21.
8/20/2026	Daily Market Movers: Global Majors & Industry (20 Aug 2026)	7	from $4 whilst maintaing Neutral rating. 4 Novonesis	10%	20 Aug: Shares rise after Company reports H1'26 results, with organic sales growth of 7-8%.
8/20/2026	Daily Market Movers: Global Majors & Industry (20 Aug 2026)	8	Personalis	7%	
8/20/2026	Daily Market Movers: Global Majors & Industry (20 Aug 2026)	9	Aurinia Pharmaceuticals	7%	20 Aug: Company settles patent litigation with Teva over their ANDA filing for Voclosporin.
8/20/2026	Daily Market Movers: Global Majors & Industry (20 Aug 2026)	10	Sartorius	6%	20 Aug: UBS upgrades rating of Company to Buy and raises price target to ���260.
8/21/2026	Weekly Market Movers: Global Majors & Industry (21 Aug 2026)	1	Moderna	129%	19 Aug: Company announces positive results for PIII INTerpath-001 trial of intismeran autogene plus Keytruda which met endpoints of Recurrence-Free Survival (RFS) and Distant Metastasis-Free Survival (DMFS) in patients with completely resected stage IIB-IV melanoma
8/21/2026	Daily Market Movers: Global Majors & Industry (21 Aug 2026)	1	Sellas Life Sciences Group	15%	
8/21/2026	Daily Market Movers: Global Majors & Industry (21 Aug 2026)	2	Bavarian Nordic	9%	21 Aug: Company reports Q2'26 results, with revenue increasing by 23% to DKK 2,034m.
8/21/2026	Weekly Market Movers: Global Majors & Industry (21 Aug 2026)	2	Amylyx Pharmaceuticals	79%	18 Aug: Company announces $350m proposed public offering of common stock.
8/21/2026	Weekly Market Movers: Global Majors & Industry (21 Aug 2026)	3	Oxford Nanopore Technologies	39%	20 Aug: Shares rise after Company reports H1'26 results, with reported sales of ��116.7m compared to ��105.6m for the same period last year.
8/21/2026	Weekly Market Movers: Global Majors & Industry (21 Aug 2026)	3	ALKIVIA results for VYVGART Hytrulo (efgartigimod) in adults with autoimmune myositis, which met the primary endpoint (p=0.0011) with a statistically significant 15.4-point greater improvement in Total Improvement Score at Week 52 versus placebo, opening a substantial new label expansion for company's flagship autoimmune franchise and prompting multiple analyst price target increases. 8 Sellas Life Sciences Group	21%	9 Caris Life Sciences USD 20% 7421 12
8/21/2026	Daily Market Movers: Global Majors & Industry (21 Aug 2026)	3	Moderna	9%	
8/21/2026	Weekly Market Movers: Global Majors & Industry (21 Aug 2026)	4	Personalis	31%	
8/21/2026	Daily Market Movers: Global Majors & Industry (21 Aug 2026)	4	Personalis	9%	
8/21/2026	Daily Market Movers: Global Majors & Industry (21 Aug 2026)	5	AxoGen	8%	
8/21/2026	Weekly Market Movers: Global Majors & Industry (21 Aug 2026)	5	BioNTech	25%	
8/21/2026	Daily Market Movers: Global Majors & Industry (21 Aug 2026)	6	Zymeworks	8%	
8/21/2026	Weekly Market Movers: Global Majors & Industry (21 Aug 2026)	6	Twist Bioscience	23%	21 Aug: Shares rise after Company's news of recent testing of AI designed proteins in drug development.
8/21/2026	Daily Market Movers: Global Majors & Industry (21 Aug 2026)	7	TG Therapeutics	7%	
8/21/2026	Weekly Market Movers: Global Majors & Industry (21 Aug 2026)	7	argenx	22%	17 Aug: Shares raise after positive topline Phase
8/21/2026	Daily Market Movers: Global Majors & Industry (21 Aug 2026)	8	Caris Life Sciences	7%	
8/21/2026	Daily Market Movers: Global Majors & Industry (21 Aug 2026)	9	Twist Bioscience	7%	21 Aug: Shares rise after Company's news of recent testing of AI designed proteins in drug development.
8/21/2026	Daily Market Movers: Global Majors & Industry (21 Aug 2026)	10	Alumis	6%	
8/24/2026	Weekly Asia Market Movers: Global Majors & Industry (24 Aug 2026)	1	JenKem Technology	55%	
8/24/2026	Weekly Asia Market Movers: Global Majors & Industry (24 Aug 2026)	2	Hanmi Pharmaceutical	28%	
8/24/2026	Weekly Asia Market Movers: Global Majors & Industry (24 Aug 2026)	3	CSL	26%	
8/24/2026	Weekly Asia Market Movers: Global Majors & Industry (24 Aug 2026)	4	Genscript Biotech	25%	
8/24/2026	Weekly Asia Market Movers: Global Majors & Industry (24 Aug 2026)	5	Sino Biopharmaceutical	16%	
8/24/2026	Weekly Asia Market Movers: Global Majors & Industry (24 Aug 2026)	6	Suven Life Sciences	11%	
8/24/2026	Weekly Asia Market Movers: Global Majors & Industry (24 Aug 2026)	7	Oncolys BioPharma	10%	
8/24/2026	Weekly Asia Market Movers: Global Majors & Industry (24 Aug 2026)	8	PeptiDream	10%	
8/24/2026	Weekly Asia Market Movers: Global Majors & Industry (24 Aug 2026)	9	Bora Pharmaceuticals	9%	
